"X","Date","Team","Team.Location","Team.Score","Opponent","Opponent.Score","Team.Result"
4990,"1/5/16","Princeton","Away",83,"Norfolk State",74,"Win"
4991,"1/5/16","Memphis","Home",82,"Nicholls State",46,"Win"
4992,"1/5/16","Nicholls State","Away",46,"Memphis",82,"Loss"
4993,"1/5/16","Minnesota","Away",77,"Penn State",86,"Loss"
4994,"1/5/16","Penn State","Home",86,"Minnesota",77,"Win"
4995,"1/5/16","Furman","Away",66,"North Carolina-Greensboro",67,"Loss"
4996,"1/5/16","North Carolina-Greensboro","Home",67,"Furman",66,"Win"
4997,"1/5/16","Boise State","Away",76,"Utah State",61,"Win"
4998,"1/5/16","Utah State","Home",61,"Boise State",76,"Loss"
4999,"1/5/16","East Carolina","Away",43,"Tulsa",55,"Loss"
5000,"1/5/16","Tulsa","Home",55,"East Carolina",43,"Win"
5001,"1/5/16","Kent State","Away",87,"Western Michigan",84,"Win"
5002,"1/5/16","Western Michigan","Home",84,"Kent State",87,"Loss"
5003,"1/5/16","Virginia Military Institute","Home",61,"Wofford",65,"Loss"
5004,"1/5/16","Wofford","Away",65,"Virginia Military Institute",61,"Win"
5005,"1/5/16","Clemson","Away",74,"Syracuse",73,"Win"
5006,"1/5/16","Syracuse","Home",73,"Clemson",74,"Loss"
5007,"1/5/16","North Carolina A&T","Away",68,"South Carolina Upstate",78,"Loss"
5008,"1/5/16","South Carolina Upstate","Home",78,"North Carolina A&T",68,"Win"
5009,"1/5/16","Central Arkansas","Away",82,"Texas A&M-Corpus Christi",94,"Loss"
5010,"1/5/16","Texas A&M-Corpus Christi","Home",94,"Central Arkansas",82,"Win"
5011,"1/5/16","Kansas State","Away",57,"Texas",60,"Loss"
5012,"1/5/16","Texas","Home",60,"Kansas State",57,"Win"
5013,"1/5/16","Connecticut","Home",53,"Temple",55,"Loss"
5014,"1/5/16","Temple","Away",55,"Connecticut",53,"Win"
5015,"1/5/16","Chattanooga","Home",74,"Mercer",62,"Win"
5016,"1/5/16","Mercer","Away",62,"Chattanooga",74,"Loss"
5017,"1/5/16","Butler","Away",77,"DePaul",72,"Win"
5018,"1/5/16","DePaul","Home",72,"Butler",77,"Loss"
5019,"1/5/16","Creighton","Home",79,"Georgetown",66,"Win"
5020,"1/5/16","Georgetown","Away",66,"Creighton",79,"Loss"
5021,"1/5/16","Auburn","Home",69,"South Carolina",81,"Loss"
5022,"1/5/16","South Carolina","Away",81,"Auburn",69,"Win"
5023,"1/5/16","Arkansas","Home",90,"Vanderbilt",85,"Win"
5024,"1/5/16","Vanderbilt","Away",85,"Arkansas",90,"Loss"
5025,"1/5/16","Akron","Away",75,"Buffalo",71,"Win"
5026,"1/5/16","Buffalo","Home",71,"Akron",75,"Loss"
5027,"1/5/16","Baylor","Home",79,"Oklahoma State",62,"Win"
5028,"1/5/16","Oklahoma State","Away",62,"Baylor",79,"Loss"
5029,"1/5/16","Iowa","Home",77,"Nebraska",66,"Win"
5030,"1/5/16","Nebraska","Away",66,"Iowa",77,"Loss"
5031,"1/5/16","Indiana","Home",59,"Wisconsin",58,"Win"
5032,"1/5/16","Wisconsin","Away",58,"Indiana",59,"Loss"
5033,"1/5/16","Kentucky","Away",67,"Louisiana State",85,"Loss"
5034,"1/5/16","Louisiana State","Home",85,"Kentucky",67,"Win"
5035,"1/5/16","Florida A&M","Home",61,"Savannah State",58,"Win"
5036,"1/5/16","Savannah State","Away",58,"Florida A&M",61,"Loss"
5037,"1/5/16","Houston Baptist","Home",82,"McNeese State",73,"Win"
5038,"1/5/16","McNeese State","Away",73,"Houston Baptist",82,"Loss"
5039,"1/5/16","Houston","Home",63,"Tulane",45,"Win"
5040,"1/5/16","Tulane","Away",45,"Houston",63,"Loss"
5041,"1/6/16","Winthrop","Away",84,"North Carolina-Asheville",85,"Loss"
5042,"1/6/16","North Carolina-Asheville","Home",85,"Winthrop",84,"Win"
5043,"1/6/16","Northern Iowa","Away",58,"Missouri State",59,"Loss"
5044,"1/6/16","Hampton","Away",83,"Morgan State",80,"Win"
5045,"1/6/16","Morgan State","Home",80,"Hampton",83,"Loss"
5046,"1/6/16","University of California","Away",65,"Oregon",68,"Loss"
5047,"1/6/16","Oregon","Home",68,"University of California",65,"Win"
5048,"1/6/16","Oregon State","Home",72,"Stanford",78,"Loss"
5049,"1/6/16","Ohio State","Away",65,"Northwestern",56,"Win"
5050,"1/6/16","Northern Illinois","Home",80,"Ohio",69,"Win"
5051,"1/6/16","Ohio","Away",69,"Northern Illinois",80,"Loss"
5052,"1/6/16","Northwestern","Home",56,"Ohio State",65,"Loss"
5053,"1/6/16","Missouri State","Home",59,"Northern Iowa",58,"Win"
5054,"1/6/16","Lehigh","Away",50,"Loyola (MD)",51,"Loss"
5055,"1/6/16","Loyola (MD)","Home",51,"Lehigh",50,"Win"
5056,"1/6/16","Maine","Home",72,"Vermont",90,"Loss"
5057,"1/6/16","South Dakota","Away",65,"IPFW",85,"Loss"
5058,"1/6/16","Iowa State","Home",76,"Texas Tech",69,"Win"
5059,"1/6/16","Texas Tech","Away",69,"Iowa State",76,"Loss"
5060,"1/6/16","IPFW","Home",85,"South Dakota",65,"Win"
5061,"1/6/16","Massachusetts-Lowell","Home",80,"Hartford",76,"Win"
5062,"1/6/16","Mississippi State","Home",60,"Texas A&M",61,"Loss"
5063,"1/6/16","Texas A&M","Away",61,"Mississippi State",60,"Win"
5064,"1/6/16","Hartford","Away",76,"Massachusetts-Lowell",80,"Loss"
5065,"1/6/16","Vermont","Away",90,"Maine",72,"Win"
5066,"1/6/16","Maryland","Home",88,"Rutgers",63,"Win"
5067,"1/6/16","Rutgers","Away",63,"Maryland",88,"Loss"
5068,"1/6/16","Seton Hall","Away",63,"Villanova",72,"Loss"
5069,"1/6/16","Villanova","Home",72,"Seton Hall",63,"Win"
5070,"1/6/16","Duke","Away",91,"Wake Forest",75,"Win"
5071,"1/6/16","Tennessee","Home",83,"Florida",69,"Win"
5072,"1/6/16","North Florida","Away",97,"Stetson",79,"Win"
5073,"1/6/16","Stetson","Home",79,"North Florida",97,"Loss"
5074,"1/6/16","Florida","Away",69,"Tennessee",83,"Loss"
5075,"1/6/16","Wyoming","Home",64,"Air Force",52,"Win"
5076,"1/6/16","NJIT","Away",65,"Yale",83,"Loss"
5077,"1/6/16","Yale","Home",83,"NJIT",65,"Win"
5078,"1/6/16","Air Force","Away",52,"Wyoming",64,"Loss"
5079,"1/6/16","Wake Forest","Home",75,"Duke",91,"Loss"
5080,"1/6/16","Evansville","Away",64,"Wichita State",67,"Loss"
5081,"1/6/16","Wichita State","Home",67,"Evansville",64,"Win"
5082,"1/6/16","Xavier","Away",74,"St. John's (NY)",66,"Win"
5083,"1/6/16","Presbyterian","Home",78,"Longwood",65,"Win"
5084,"1/6/16","Charleston Southern","Away",73,"Radford",80,"Loss"
5085,"1/6/16","Radford","Home",80,"Charleston Southern",73,"Win"
5086,"1/6/16","Longwood","Away",65,"Presbyterian",78,"Loss"
5087,"1/6/16","Stanford","Away",78,"Oregon State",72,"Win"
5088,"1/6/16","Georgia Tech","Away",84,"Pittsburgh",89,"Loss"
5089,"1/6/16","Pittsburgh","Home",89,"Georgia Tech",84,"Win"
5090,"1/6/16","Belmont","Away",85,"Southern Illinois-Edwardsville",77,"Win"
5091,"1/6/16","Southern Illinois-Edwardsville","Home",77,"Belmont",85,"Loss"
5092,"1/6/16","St. John's (NY)","Home",66,"Xavier",74,"Loss"
5093,"1/6/16","San Jose State","Away",62,"San Diego State",77,"Loss"
5094,"1/6/16","George Washington","Away",62,"Saint Louis",65,"Loss"
5095,"1/6/16","Saint Louis","Home",65,"George Washington",62,"Win"
5096,"1/6/16","San Diego State","Home",77,"San Jose State",62,"Win"
5097,"1/6/16","South Florida","Away",64,"Central Florida",75,"Loss"
5098,"1/6/16","Central Michigan","Home",80,"Eastern Michigan",99,"Loss"
5099,"1/6/16","Eastern Michigan","Away",99,"Central Michigan",80,"Win"
5100,"1/6/16","Central Florida","Home",75,"South Florida",64,"Win"
5101,"1/6/16","Bucknell","Home",72,"American",54,"Win"
5102,"1/6/16","Cal State Northridge","Home",79,"Long Beach State",94,"Loss"
5103,"1/6/16","Long Beach State","Away",94,"Cal State Northridge",79,"Win"
5104,"1/6/16","Columbia","Home",81,"Maryland-Eastern Shore",75,"Win"
5105,"1/6/16","Maryland-Eastern Shore","Away",75,"Columbia",81,"Loss"
5106,"1/6/16","Davidson","Home",77,"Duquesne",66,"Win"
5107,"1/6/16","Nevada-Las Vegas","Away",65,"Colorado State",66,"Loss"
5108,"1/6/16","Coastal Carolina","Home",61,"Liberty",62,"Loss"
5109,"1/6/16","Liberty","Away",62,"Coastal Carolina",61,"Win"
5110,"1/6/16","Colorado State","Home",66,"Nevada-Las Vegas",65,"Win"
5111,"1/6/16","American","Away",54,"Bucknell",72,"Loss"
5112,"1/6/16","Ball State","Home",87,"Toledo",69,"Win"
5113,"1/6/16","Toledo","Away",69,"Ball State",87,"Loss"
5114,"1/6/16","Binghamton","Home",52,"Stony Brook",62,"Loss"
5115,"1/6/16","Lafayette","Away",76,"Army",73,"Win"
5116,"1/6/16","Albany (NY)","Home",73,"Maryland-Baltimore County",59,"Win"
5117,"1/6/16","Maryland-Baltimore County","Away",59,"Albany (NY)",73,"Loss"
5118,"1/6/16","Army","Home",73,"Lafayette",76,"Loss"
5119,"1/6/16","Miami (OH)","Away",62,"Bowling Green State",73,"Loss"
5120,"1/6/16","Bradley","Home",44,"Southern Illinois",65,"Loss"
5121,"1/6/16","Southern Illinois","Away",65,"Bradley",44,"Win"
5122,"1/6/16","Bowling Green State","Home",73,"Miami (OH)",62,"Win"
5123,"1/6/16","Stony Brook","Away",62,"Binghamton",52,"Win"
5124,"1/6/16","Boston University","Home",67,"Navy",83,"Loss"
5125,"1/6/16","Navy","Away",83,"Boston University",67,"Win"
5126,"1/6/16","Cal Poly","Away",73,"Hawaii",86,"Loss"
5127,"1/6/16","Missouri","Away",59,"Georgia",77,"Loss"
5128,"1/6/16","George Mason","Home",58,"St. Bonaventure",77,"Loss"
5129,"1/6/16","St. Bonaventure","Away",77,"George Mason",58,"Win"
5130,"1/6/16","Georgia","Home",77,"Missouri",59,"Win"
5131,"1/6/16","Howard","Home",81,"Cornell",84,"Loss"
5132,"1/6/16","Illinois State","Home",54,"Loyola (IL)",52,"Win"
5133,"1/6/16","Loyola (IL)","Away",52,"Illinois State",54,"Loss"
5134,"1/6/16","Cornell","Away",84,"Howard",81,"Win"
5135,"1/6/16","Hawaii","Home",86,"Cal Poly",73,"Win"
5136,"1/6/16","Colgate","Away",63,"Holy Cross",65,"Loss"
5137,"1/6/16","Holy Cross","Home",65,"Colgate",63,"Win"
5138,"1/6/16","Gardner-Webb","Home",71,"Campbell",68,"Win"
5139,"1/6/16","Oral Roberts","Away",75,"Denver",78,"Loss"
5140,"1/6/16","Drake","Home",69,"Indiana State",79,"Loss"
5141,"1/6/16","Indiana State","Away",79,"Drake",69,"Win"
5142,"1/6/16","Denver","Home",78,"Oral Roberts",75,"Win"
5143,"1/6/16","Duquesne","Away",66,"Davidson",77,"Loss"
5144,"1/6/16","Dayton","Home",93,"Massachusetts",63,"Win"
5145,"1/6/16","Massachusetts","Away",63,"Dayton",93,"Loss"
5146,"1/6/16","Fresno State","Home",85,"Nevada",63,"Win"
5147,"1/6/16","Nevada","Away",63,"Fresno State",85,"Loss"
5148,"1/6/16","Campbell","Away",68,"Gardner-Webb",71,"Loss"
5149,"1/6/16","La Salle","Away",61,"Fordham",66,"Loss"
5150,"1/6/16","Eastern Illinois","Home",61,"Tennessee State",66,"Loss"
5151,"1/6/16","Tennessee State","Away",66,"Eastern Illinois",61,"Win"
5152,"1/6/16","Fordham","Home",66,"La Salle",61,"Win"
5153,"1/7/16","North Carolina State","Home",72,"Louisville",77,"Loss"
5154,"1/7/16","Nebraska-Omaha","Away",91,"North Dakota State",82,"Win"
5155,"1/7/16","North Dakota State","Home",82,"Nebraska-Omaha",91,"Loss"
5156,"1/7/16","Niagara","Home",63,"Saint Peter's",61,"Win"
5157,"1/7/16","Saint Peter's","Away",61,"Niagara",63,"Loss"
5158,"1/7/16","Louisville","Away",77,"North Carolina State",72,"Win"
5159,"1/7/16","Delaware","Away",56,"Northeastern",88,"Loss"
5160,"1/7/16","Michigan","Away",70,"Purdue",87,"Loss"
5161,"1/7/16","Purdue","Home",87,"Michigan",70,"Win"
5162,"1/7/16","Fairleigh Dickinson","Away",80,"Sacred Heart",68,"Win"
5163,"1/7/16","Northeastern","Home",88,"Delaware",56,"Win"
5164,"1/7/16","Pacific","Away",76,"Pepperdine",81,"Loss"
5165,"1/7/16","Pepperdine","Home",81,"Pacific",76,"Win"
5166,"1/7/16","Tennessee Tech","Away",71,"Murray State",65,"Win"
5167,"1/7/16","Seattle","Away",69,"Missouri-Kansas City",84,"Loss"
5168,"1/7/16","Montana","Home",79,"Portland State",66,"Win"
5169,"1/7/16","Portland State","Away",66,"Montana",79,"Loss"
5170,"1/7/16","Alabama","Away",66,"Mississippi",74,"Loss"
5171,"1/7/16","Mississippi","Home",74,"Alabama",66,"Win"
5172,"1/7/16","Missouri-Kansas City","Home",84,"Seattle",69,"Win"
5173,"1/7/16","Montana State","Home",71,"Sacramento State",64,"Win"
5174,"1/7/16","Central Connecticut State","Away",62,"Mount St. Mary's",73,"Loss"
5175,"1/7/16","Mount St. Mary's","Home",73,"Central Connecticut State",62,"Win"
5176,"1/7/16","Murray State","Home",65,"Tennessee Tech",71,"Loss"
5177,"1/7/16","Sacramento State","Away",64,"Montana State",71,"Loss"
5178,"1/7/16","Morehead State","Home",96,"Southeast Missouri State",69,"Win"
5179,"1/7/16","Southeast Missouri State","Away",69,"Morehead State",96,"Loss"
5180,"1/7/16","New Mexico State","Away",78,"Utah Valley",66,"Win"
5181,"1/7/16","Utah Valley","Home",66,"New Mexico State",78,"Loss"
5182,"1/7/16","Bryant","Away",56,"Wagner",65,"Loss"
5183,"1/7/16","Towson","Home",76,"North Carolina-Wilmington",60,"Win"
5184,"1/7/16","Arizona","Away",84,"UCLA",87,"Loss"
5185,"1/7/16","UCLA","Home",87,"Arizona",84,"Win"
5186,"1/7/16","Wagner","Home",65,"Bryant",56,"Win"
5187,"1/7/16","Western Kentucky","Home",72,"Florida International",75,"Loss"
5188,"1/7/16","Milwaukee","Away",81,"Youngstown State",65,"Win"
5189,"1/7/16","Youngstown State","Home",65,"Milwaukee",81,"Loss"
5190,"1/7/16","North Dakota","Away",62,"Weber State",74,"Loss"
5191,"1/7/16","Weber State","Home",74,"North Dakota",62,"Win"
5192,"1/7/16","Florida International","Away",75,"Western Kentucky",72,"Win"
5193,"1/7/16","North Carolina-Wilmington","Away",60,"Towson",76,"Loss"
5194,"1/7/16","Fairfield","Away",76,"Siena",91,"Loss"
5195,"1/7/16","Siena","Home",91,"Fairfield",76,"Win"
5196,"1/7/16","Arizona State","Away",65,"Southern California",75,"Loss"
5197,"1/7/16","Sacred Heart","Home",68,"Fairleigh Dickinson",80,"Loss"
5198,"1/7/16","San Diego","Home",65,"San Francisco",73,"Loss"
5199,"1/7/16","San Francisco","Away",73,"San Diego",65,"Win"
5200,"1/7/16","Southern California","Home",75,"Arizona State",65,"Win"
5201,"1/7/16","Southern Mississippi","Home",76,"Charlotte",82,"Loss"
5202,"1/7/16","Saint Francis (PA)","Away",56,"St. Francis (NY)",73,"Loss"
5203,"1/7/16","St. Francis (NY)","Home",73,"Saint Francis (PA)",56,"Win"
5204,"1/7/16","Cincinnati","Away",57,"Southern Methodist",59,"Loss"
5205,"1/7/16","Southern Methodist","Home",59,"Cincinnati",57,"Win"
5206,"1/7/16","Charlotte","Away",82,"Southern Mississippi",76,"Win"
5207,"1/7/16","UC-Riverside","Home",73,"Cal State Fullerton",79,"Loss"
5208,"1/7/16","Canisius","Home",86,"Manhattan",94,"Loss"
5209,"1/7/16","Manhattan","Away",94,"Canisius",86,"Win"
5210,"1/7/16","UC-Davis","Away",55,"UC-Irvine",76,"Loss"
5211,"1/7/16","UC-Irvine","Home",76,"UC-Davis",55,"Win"
5212,"1/7/16","Cal State Fullerton","Away",79,"UC-Riverside",73,"Win"
5213,"1/7/16","Cleveland State","Home",67,"Green Bay",87,"Loss"
5214,"1/7/16","Drexel","Home",63,"William & Mary",72,"Loss"
5215,"1/7/16","William & Mary","Away",72,"Drexel",63,"Win"
5216,"1/7/16","Eastern Kentucky","Home",70,"Tennessee-Martin",78,"Loss"
5217,"1/7/16","Green Bay","Away",87,"Cleveland State",67,"Win"
5218,"1/7/16","College of Charleston","Home",72,"Hofstra",61,"Win"
5219,"1/7/16","Hofstra","Away",61,"College of Charleston",72,"Loss"
5220,"1/7/16","Santa Clara","Away",61,"Brigham Young",97,"Loss"
5221,"1/7/16","Texas-Arlington","Away",71,"Appalachian State",67,"Win"
5222,"1/7/16","Arkansas-Little Rock","Home",77,"Louisiana-Lafayette",57,"Win"
5223,"1/7/16","Louisiana-Lafayette","Away",57,"Arkansas-Little Rock",77,"Loss"
5224,"1/7/16","Alabama-Birmingham","Home",104,"Texas-San Antonio",82,"Win"
5225,"1/7/16","Texas-San Antonio","Away",82,"Alabama-Birmingham",104,"Loss"
5226,"1/7/16","Appalachian State","Home",67,"Texas-Arlington",71,"Loss"
5227,"1/7/16","Arkansas State","Home",68,"Louisiana-Monroe",65,"Win"
5228,"1/7/16","Boston College","Home",54,"Notre Dame",82,"Loss"
5229,"1/7/16","Notre Dame","Away",82,"Boston College",54,"Win"
5230,"1/7/16","Brigham Young","Home",97,"Santa Clara",61,"Win"
5231,"1/7/16","Louisiana-Monroe","Away",65,"Arkansas State",68,"Loss"
5232,"1/7/16","Austin Peay","Home",73,"Jacksonville State",54,"Win"
5233,"1/7/16","Jacksonville State","Away",54,"Austin Peay",73,"Loss"
5234,"1/7/16","Louisiana Tech","Home",53,"Old Dominion",56,"Loss"
5235,"1/7/16","Old Dominion","Away",56,"Louisiana Tech",53,"Win"
5236,"1/7/16","Loyola Marymount","Home",48,"Saint Mary's (CA)",73,"Loss"
5237,"1/7/16","James Madison","Home",73,"Elon",79,"Loss"
5238,"1/7/16","Long Island University","Home",60,"Robert Morris",70,"Loss"
5239,"1/7/16","Robert Morris","Away",70,"Long Island University",60,"Win"
5240,"1/7/16","Saint Mary's (CA)","Away",73,"Loyola Marymount",48,"Win"
5241,"1/7/16","Michigan State","Home",79,"Illinois",54,"Win"
5242,"1/7/16","Middle Tennessee","Home",78,"Texas-El Paso",72,"Win"
5243,"1/7/16","Texas-El Paso","Away",72,"Middle Tennessee",78,"Loss"
5244,"1/7/16","Florida Atlantic","Away",67,"Marshall",90,"Loss"
5245,"1/7/16","Marshall","Home",90,"Florida Atlantic",67,"Win"
5246,"1/7/16","Illinois","Away",54,"Michigan State",79,"Loss"
5247,"1/7/16","Elon","Away",79,"James Madison",73,"Win"
5248,"1/7/16","Georgia State","Home",72,"Troy",68,"Win"
5249,"1/7/16","Troy","Away",68,"Georgia State",72,"Loss"
5250,"1/7/16","Grand Canyon","Home",83,"Texas-Rio Grande Valley",63,"Win"
5251,"1/7/16","Tennessee-Martin","Away",78,"Eastern Kentucky",70,"Win"
5252,"1/7/16","Georgia Southern","Home",58,"South Alabama",64,"Loss"
5253,"1/7/16","South Alabama","Away",64,"Georgia Southern",58,"Win"
5254,"1/7/16","Texas-Rio Grande Valley","Away",63,"Grand Canyon",83,"Loss"
5255,"1/7/16","Rider","Away",58,"Iona",67,"Loss"
5256,"1/7/16","IUPUI","Home",74,"South Dakota State",67,"Win"
5257,"1/7/16","South Dakota State","Away",67,"IUPUI",74,"Loss"
5258,"1/7/16","Idaho State","Home",83,"Northern Colorado",78,"Win"
5259,"1/7/16","Northern Colorado","Away",78,"Idaho State",83,"Loss"
5260,"1/7/16","Iona","Home",67,"Rider",58,"Win"
5261,"1/8/16","Oakland","Home",67,"Valparaiso",84,"Loss"
5262,"1/8/16","Kent State","Home",67,"Buffalo",76,"Loss"
5263,"1/8/16","Buffalo","Away",76,"Kent State",67,"Win"
5264,"1/8/16","Valparaiso","Away",84,"Oakland",67,"Win"
5265,"1/8/16","Colorado","Home",54,"Utah",56,"Loss"
5266,"1/8/16","Western Michigan","Away",53,"Akron",62,"Loss"
5267,"1/8/16","Akron","Home",62,"Western Michigan",53,"Win"
5268,"1/8/16","Illinois-Chicago","Away",69,"Detroit Mercy",87,"Loss"
5269,"1/8/16","Detroit Mercy","Home",87,"Illinois-Chicago",69,"Win"
5270,"1/8/16","Utah","Away",56,"Colorado",54,"Win"
5271,"1/9/16","North Florida","Home",83,"Jacksonville",68,"Win"
5272,"1/9/16","North Texas","Home",85,"Rice",74,"Win"
5273,"1/9/16","Norfolk State","Home",77,"Florida A&M",56,"Win"
5274,"1/9/16","Jacksonville","Away",68,"North Florida",83,"Loss"
5275,"1/9/16","Rice","Away",74,"North Texas",85,"Loss"
5276,"1/9/16","Drake","Away",44,"Northern Iowa",77,"Loss"
5277,"1/9/16","Northern Iowa","Home",77,"Drake",44,"Win"
5278,"1/9/16","Eastern Michigan","Away",63,"Northern Illinois",80,"Loss"
5279,"1/9/16","Northern Illinois","Home",80,"Eastern Michigan",63,"Win"
5280,"1/9/16","Manhattan","Away",53,"Niagara",55,"Loss"
5281,"1/9/16","Niagara","Home",55,"Manhattan",53,"Win"
5282,"1/9/16","New Mexico","Home",77,"Utah State",59,"Win"
5283,"1/9/16","Utah State","Away",59,"New Mexico",77,"Loss"
5284,"1/9/16","Abilene Christian","Away",62,"Nicholls State",63,"Loss"
5285,"1/9/16","South Carolina Upstate","Away",80,"NJIT",78,"Win"
5286,"1/9/16","Florida A&M","Away",56,"Norfolk State",77,"Loss"
5287,"1/9/16","Nicholls State","Home",63,"Abilene Christian",62,"Win"
5288,"1/9/16","NJIT","Home",78,"South Carolina Upstate",80,"Loss"
5289,"1/9/16","Northern Kentucky","Home",46,"Wright State",60,"Loss"
5290,"1/9/16","Pennsylvania","Home",71,"Princeton",73,"Loss"
5291,"1/9/16","Princeton","Away",73,"Pennsylvania",71,"Win"
5292,"1/9/16","University of California","Away",71,"Oregon State",77,"Loss"
5293,"1/9/16","Oregon State","Home",77,"University of California",71,"Win"
5294,"1/9/16","Pepperdine","Home",67,"Saint Mary's (CA)",64,"Win"
5295,"1/9/16","Rider","Home",64,"Fairfield",69,"Loss"
5296,"1/9/16","Nebraska","Away",90,"Rutgers",56,"Win"
5297,"1/9/16","Saint Mary's (CA)","Away",64,"Pepperdine",67,"Loss"
5298,"1/9/16","Fairfield","Away",69,"Rider",64,"Win"
5299,"1/9/16","Pittsburgh","Away",86,"Notre Dame",82,"Win"
5300,"1/9/16","Ball State","Away",73,"Ohio",79,"Loss"
5301,"1/9/16","Wright State","Away",60,"Northern Kentucky",46,"Win"
5302,"1/9/16","Notre Dame","Home",82,"Pittsburgh",86,"Loss"
5303,"1/9/16","Ohio","Home",79,"Ball State",73,"Win"
5304,"1/9/16","North Dakota State","Away",65,"Oral Roberts",66,"Loss"
5305,"1/9/16","Oral Roberts","Home",66,"North Dakota State",65,"Win"
5306,"1/9/16","Kansas State","Away",76,"Oklahoma",86,"Loss"
5307,"1/9/16","Oklahoma","Home",86,"Kansas State",76,"Win"
5308,"1/9/16","New Hampshire","Home",58,"Binghamton",43,"Win"
5309,"1/9/16","Toledo","Away",84,"Miami (OH)",76,"Win"
5310,"1/9/16","Middle Tennessee","Home",79,"Texas-San Antonio",71,"Win"
5311,"1/9/16","Miami (FL)","Home",72,"Florida State",59,"Win"
5312,"1/9/16","Miami (OH)","Home",76,"Toledo",84,"Loss"
5313,"1/9/16","Texas-San Antonio","Away",71,"Middle Tennessee",79,"Loss"
5314,"1/9/16","Georgia","Away",71,"Mississippi",72,"Loss"
5315,"1/9/16","Mississippi","Home",72,"Georgia",71,"Win"
5316,"1/9/16","Minnesota","Home",52,"Northwestern",77,"Loss"
5317,"1/9/16","Northwestern","Away",77,"Minnesota",52,"Win"
5318,"1/9/16","Maine","Away",76,"Maryland-Baltimore County",89,"Loss"
5319,"1/9/16","Maryland-Baltimore County","Home",89,"Maine",76,"Win"
5320,"1/9/16","Florida International","Away",81,"Marshall",99,"Loss"
5321,"1/9/16","Marshall","Home",99,"Florida International",81,"Win"
5322,"1/9/16","Massachusetts","Home",77,"St. Bonaventure",88,"Loss"
5323,"1/9/16","Texas A&M-Corpus Christi","Away",77,"McNeese State",68,"Win"
5324,"1/9/16","Florida State","Away",59,"Miami (FL)",72,"Loss"
